Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,97.4,15,0
Day 12 - Part 7,97.2,13,0
Day 13 - Part 1,94.8,9,0
Day 13 - Part 2 - Learn X,99.3,13,0
Day 13 - Part 3 - Learn M,94.8,14,0
Day 13 - Part 4,96.8,12,0
Day 13 - Part 5,96.1,8,0
Day 13 - Part 6,96.5,11,1
Day 13 - Part 1,97.4,11,0
Day 13 - Part 3 - Learn M,98.7,22,0
Day 13 - Part 5,96.8,8,0
Day 13 - Part 6,96.2,10,0
Day 13 - Part 4,96.8,12,0
Day 12 - Part 6,31.4,-520,0
