Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,98.7,42,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,93.6,27,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,94.4,34,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,91.6,18,0
Scripture - 3 Min - Novice - Psalm 23,93.3,23,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,91.8,20,0
Scripture - 5 Min - Advanced - Selections 1,95.3,28,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,96.3,37,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,94.8,31,0
Scripture - 3 Min - Novice - Psalm 23,93.6,28,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,92.9,26,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,96.4,36,0
Scripture - 3 Min - Novice - Psalm 23,94.1,31,0
