Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,95.8,39,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,95.0,39,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,95.2,36,0
Scripture - 3 Min - Novice - Psalm 23,97.1,40,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,93.8,30,0
Scripture - 5 Min - Novice - Psalm 51,95.3,37,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,95.2,36,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,94.8,35,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.0,40,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.4,38,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,95.6,47,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,96.3,42,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,96.4,43,0
Scripture - 5 Min - Novice - Psalm 51,95.4,38,0
